Index,Alpha,Gamma,Reward Coef,Accuracy
772,1.0,0.9,11.0,1.0
773,1.0,0.9,12.0,1.0
774,1.0,0.9,13.0,1.0
775,1.0,0.9,14.0,1.0
776,1.0,0.9,15.0,1.0
777,1.0,0.9,16.0,1.0
778,1.0,0.9,17.0,1.0
779,1.0,0.9,18.0,1.0
780,1.0,0.9,19.0,1.0
781,1.0,0.9,20.0,1.0
782,1.0,0.9,21.0,1.0
783,1.0,0.9,22.0,1.0
784,1.0,0.9,23.0,1.0
785,1.0,0.9,24.0,1.0
786,1.0,0.9,25.0,1.0
787,1.0,0.9,26.0,1.0
788,1.0,0.9,27.0,1.0
789,1.0,0.9,28.0,1.0
790,1.0,0.9,29.0,0.8
791,1.0,0.9,30.0,0.8
792,1.0,0.9,31.0,0.8
793,1.0,0.9,32.0,0.8
794,1.0,0.9,33.0,0.8
795,1.0,0.9,34.0,0.8
796,1.0,0.9,35.0,0.8
797,1.0,0.9,36.0,0.8
798,1.0,0.9,37.0,0.8
799,1.0,0.9,38.0,0.8
800,1.0,0.9,39.0,0.8
