Index,Alpha,Gamma,Reward Coef,Accuracy
561,0.7,0.8999999999999999,20.0,1.0
562,0.7,0.8999999999999999,21.0,1.0
563,0.7,0.8999999999999999,22.0,0.8
564,0.7,0.8999999999999999,23.0,0.8
565,0.7,0.8999999999999999,24.0,1.0
566,0.7,0.8999999999999999,25.0,1.0
567,0.7,0.8999999999999999,26.0,0.8
568,0.7,0.8999999999999999,27.0,1.0
569,0.7,0.8999999999999999,28.0,1.0
570,0.7,0.8999999999999999,29.0,0.8
571,0.7,0.9999999999999999,0.0,0.8
572,0.7,0.9999999999999999,1.0,0.2
573,0.7,0.9999999999999999,2.0,0.2
574,0.7,0.9999999999999999,3.0,0.2
575,0.7,0.9999999999999999,4.0,0.6
576,0.7,0.9999999999999999,5.0,0.8
577,0.7,0.9999999999999999,6.0,0.4
578,0.7,0.9999999999999999,7.0,0.6
579,0.7,0.9999999999999999,8.0,0.2
580,0.7,0.9999999999999999,9.0,0.8
581,0.7,0.9999999999999999,10.0,0.4
582,0.7,0.9999999999999999,11.0,0.2
583,0.7,0.9999999999999999,12.0,0.2
584,0.7,0.9999999999999999,13.0,0.8
585,0.7,0.9999999999999999,14.0,0.4
586,0.7,0.9999999999999999,15.0,0.6
587,0.7,0.9999999999999999,16.0,0.2
588,0.7,0.9999999999999999,17.0,0.4
589,0.7,0.9999999999999999,18.0,0.2
590,0.7,0.9999999999999999,19.0,0.4
591,0.7,0.9999999999999999,20.0,0.2
592,0.7,0.9999999999999999,21.0,0.4
593,0.7,0.9999999999999999,22.0,0.6
594,0.7,0.9999999999999999,23.0,0.4
595,0.7,0.9999999999999999,24.0,0.4
596,0.7,0.9999999999999999,25.0,0.4
597,0.7,0.9999999999999999,26.0,0.2
598,0.7,0.9999999999999999,27.0,0.4
599,0.7,0.9999999999999999,28.0,0.4
600,0.7,0.9999999999999999,29.0,0.4
601,0.7999999999999999,0.7,0.0,1.0
602,0.7999999999999999,0.7,1.0,1.0
603,0.7999999999999999,0.7,2.0,1.0
604,0.7999999999999999,0.7,3.0,1.0
605,0.7999999999999999,0.7,4.0,0.8
606,0.7999999999999999,0.7,5.0,0.8
607,0.7999999999999999,0.7,6.0,0.8
608,0.7999999999999999,0.7,7.0,0.8
609,0.7999999999999999,0.7,8.0,0.8
610,0.7999999999999999,0.7,9.0,0.8
611,0.7999999999999999,0.7,10.0,0.8
612,0.7999999999999999,0.7,11.0,0.8
613,0.7999999999999999,0.7,12.0,0.8
614,0.7999999999999999,0.7,13.0,0.8
615,0.7999999999999999,0.7,14.0,0.8
616,0.7999999999999999,0.7,15.0,0.8
617,0.7999999999999999,0.7,16.0,0.8
618,0.7999999999999999,0.7,17.0,0.8
619,0.7999999999999999,0.7,18.0,0.8
620,0.7999999999999999,0.7,19.0,0.8
621,0.7999999999999999,0.7,20.0,0.8
622,0.7999999999999999,0.7,21.0,0.8
623,0.7999999999999999,0.7,22.0,0.8
624,0.7999999999999999,0.7,23.0,0.8
625,0.7999999999999999,0.7,24.0,0.6
626,0.7999999999999999,0.7,25.0,0.6
627,0.7999999999999999,0.7,26.0,0.6
628,0.7999999999999999,0.7,27.0,0.6
629,0.7999999999999999,0.7,28.0,0.6
630,0.7999999999999999,0.7,29.0,0.6
631,0.7999999999999999,0.7999999999999999,0.0,0.6
632,0.7999999999999999,0.7999999999999999,1.0,1.0
633,0.7999999999999999,0.7999999999999999,2.0,1.0
634,0.7999999999999999,0.7999999999999999,3.0,1.0
635,0.7999999999999999,0.7999999999999999,4.0,1.0
636,0.7999999999999999,0.7999999999999999,5.0,1.0
637,0.7999999999999999,0.7999999999999999,6.0,1.0
638,0.7999999999999999,0.7999999999999999,7.0,1.0
639,0.7999999999999999,0.7999999999999999,8.0,1.0
640,0.7999999999999999,0.7999999999999999,9.0,1.0
641,0.7999999999999999,0.7999999999999999,10.0,1.0
642,0.7999999999999999,0.7999999999999999,11.0,1.0
643,0.7999999999999999,0.7999999999999999,12.0,0.8
644,0.7999999999999999,0.7999999999999999,13.0,0.8
645,0.7999999999999999,0.7999999999999999,14.0,0.8
646,0.7999999999999999,0.7999999999999999,15.0,0.8
647,0.7999999999999999,0.7999999999999999,16.0,0.8
648,0.7999999999999999,0.7999999999999999,17.0,0.8
649,0.7999999999999999,0.7999999999999999,18.0,0.8
650,0.7999999999999999,0.7999999999999999,19.0,0.8
651,0.7999999999999999,0.7999999999999999,20.0,0.8
652,0.7999999999999999,0.7999999999999999,21.0,0.8
653,0.7999999999999999,0.7999999999999999,22.0,0.8
654,0.7999999999999999,0.7999999999999999,23.0,0.8
655,0.7999999999999999,0.7999999999999999,24.0,0.8
656,0.7999999999999999,0.7999999999999999,25.0,0.8
657,0.7999999999999999,0.7999999999999999,26.0,0.8
658,0.7999999999999999,0.7999999999999999,27.0,0.8
659,0.7999999999999999,0.7999999999999999,28.0,0.8
660,0.7999999999999999,0.7999999999999999,29.0,0.8
661,0.7999999999999999,0.8999999999999999,0.0,0.8
662,0.7999999999999999,0.8999999999999999,1.0,0.8
663,0.7999999999999999,0.8999999999999999,2.0,1.0
664,0.7999999999999999,0.8999999999999999,3.0,0.8
665,0.7999999999999999,0.8999999999999999,4.0,1.0
666,0.7999999999999999,0.8999999999999999,5.0,0.8
667,0.7999999999999999,0.8999999999999999,6.0,0.8
668,0.7999999999999999,0.8999999999999999,7.0,0.8
669,0.7999999999999999,0.8999999999999999,8.0,1.0
670,0.7999999999999999,0.8999999999999999,9.0,1.0
671,0.7999999999999999,0.8999999999999999,10.0,0.8
672,0.7999999999999999,0.8999999999999999,11.0,0.8
673,0.7999999999999999,0.8999999999999999,12.0,1.0
674,0.7999999999999999,0.8999999999999999,13.0,1.0
675,0.7999999999999999,0.8999999999999999,14.0,1.0
676,0.7999999999999999,0.8999999999999999,15.0,1.0
677,0.7999999999999999,0.8999999999999999,16.0,1.0
678,0.7999999999999999,0.8999999999999999,17.0,1.0
679,0.7999999999999999,0.8999999999999999,18.0,1.0
680,0.7999999999999999,0.8999999999999999,19.0,1.0
681,0.7999999999999999,0.8999999999999999,20.0,1.0
682,0.7999999999999999,0.8999999999999999,21.0,1.0
683,0.7999999999999999,0.8999999999999999,22.0,1.0
684,0.7999999999999999,0.8999999999999999,23.0,0.8
685,0.7999999999999999,0.8999999999999999,24.0,1.0
686,0.7999999999999999,0.8999999999999999,25.0,1.0
687,0.7999999999999999,0.8999999999999999,26.0,1.0
688,0.7999999999999999,0.8999999999999999,27.0,1.0
689,0.7999999999999999,0.8999999999999999,28.0,1.0
690,0.7999999999999999,0.8999999999999999,29.0,0.8
691,0.7999999999999999,0.9999999999999999,0.0,0.6
692,0.7999999999999999,0.9999999999999999,1.0,0.2
693,0.7999999999999999,0.9999999999999999,2.0,0.4
694,0.7999999999999999,0.9999999999999999,3.0,0.4
695,0.7999999999999999,0.9999999999999999,4.0,0.2
696,0.7999999999999999,0.9999999999999999,5.0,0.2
697,0.7999999999999999,0.9999999999999999,6.0,0.4
698,0.7999999999999999,0.9999999999999999,7.0,0.4
699,0.7999999999999999,0.9999999999999999,8.0,0.4
700,0.7999999999999999,0.9999999999999999,9.0,0.4
701,0.7999999999999999,0.9999999999999999,10.0,0.4
702,0.7999999999999999,0.9999999999999999,11.0,0.0
703,0.7999999999999999,0.9999999999999999,12.0,0.2
704,0.7999999999999999,0.9999999999999999,13.0,0.2
705,0.7999999999999999,0.9999999999999999,14.0,0.6
706,0.7999999999999999,0.9999999999999999,15.0,0.2
707,0.7999999999999999,0.9999999999999999,16.0,0.0
708,0.7999999999999999,0.9999999999999999,17.0,0.4
709,0.7999999999999999,0.9999999999999999,18.0,0.2
710,0.7999999999999999,0.9999999999999999,19.0,0.6
711,0.7999999999999999,0.9999999999999999,20.0,0.2
712,0.7999999999999999,0.9999999999999999,21.0,0.0
713,0.7999999999999999,0.9999999999999999,22.0,0.2
714,0.7999999999999999,0.9999999999999999,23.0,0.2
715,0.7999999999999999,0.9999999999999999,24.0,0.0
716,0.7999999999999999,0.9999999999999999,25.0,0.0
717,0.7999999999999999,0.9999999999999999,26.0,0.2
718,0.7999999999999999,0.9999999999999999,27.0,0.2
719,0.7999999999999999,0.9999999999999999,28.0,0.4
720,0.7999999999999999,0.9999999999999999,29.0,0.2
721,0.8999999999999999,0.7,0.0,0.6
722,0.8999999999999999,0.7,1.0,1.0
723,0.8999999999999999,0.7,2.0,1.0
724,0.8999999999999999,0.7,3.0,1.0
725,0.8999999999999999,0.7,4.0,0.8
726,0.8999999999999999,0.7,5.0,0.8
727,0.8999999999999999,0.7,6.0,0.8
728,0.8999999999999999,0.7,7.0,0.8
729,0.8999999999999999,0.7,8.0,0.8
730,0.8999999999999999,0.7,9.0,0.8
731,0.8999999999999999,0.7,10.0,0.8
732,0.8999999999999999,0.7,11.0,0.8
733,0.8999999999999999,0.7,12.0,0.8
734,0.8999999999999999,0.7,13.0,0.8
735,0.8999999999999999,0.7,14.0,0.8
736,0.8999999999999999,0.7,15.0,0.8
737,0.8999999999999999,0.7,16.0,0.8
738,0.8999999999999999,0.7,17.0,0.8
739,0.8999999999999999,0.7,18.0,0.8
740,0.8999999999999999,0.7,19.0,0.8
741,0.8999999999999999,0.7,20.0,0.8
742,0.8999999999999999,0.7,21.0,0.8
743,0.8999999999999999,0.7,22.0,0.8
744,0.8999999999999999,0.7,23.0,0.8
745,0.8999999999999999,0.7,24.0,0.6
746,0.8999999999999999,0.7,25.0,0.6
747,0.8999999999999999,0.7,26.0,0.6
748,0.8999999999999999,0.7,27.0,0.6
749,0.8999999999999999,0.7,28.0,0.6
750,0.8999999999999999,0.7,29.0,0.6
751,0.8999999999999999,0.7999999999999999,0.0,0.8
752,0.8999999999999999,0.7999999999999999,1.0,1.0
753,0.8999999999999999,0.7999999999999999,2.0,1.0
754,0.8999999999999999,0.7999999999999999,3.0,1.0
755,0.8999999999999999,0.7999999999999999,4.0,1.0
756,0.8999999999999999,0.7999999999999999,5.0,1.0
757,0.8999999999999999,0.7999999999999999,6.0,1.0
758,0.8999999999999999,0.7999999999999999,7.0,1.0
759,0.8999999999999999,0.7999999999999999,8.0,1.0
760,0.8999999999999999,0.7999999999999999,9.0,1.0
761,0.8999999999999999,0.7999999999999999,10.0,1.0
762,0.8999999999999999,0.7999999999999999,11.0,1.0
763,0.8999999999999999,0.7999999999999999,12.0,0.8
764,0.8999999999999999,0.7999999999999999,13.0,0.8
765,0.8999999999999999,0.7999999999999999,14.0,0.8
766,0.8999999999999999,0.7999999999999999,15.0,0.8
767,0.8999999999999999,0.7999999999999999,16.0,0.8
768,0.8999999999999999,0.7999999999999999,17.0,0.8
769,0.8999999999999999,0.7999999999999999,18.0,0.8
770,0.8999999999999999,0.7999999999999999,19.0,0.8
771,0.8999999999999999,0.7999999999999999,20.0,0.8
772,0.8999999999999999,0.7999999999999999,21.0,0.8
773,0.8999999999999999,0.7999999999999999,22.0,0.8
774,0.8999999999999999,0.7999999999999999,23.0,0.8
775,0.8999999999999999,0.7999999999999999,24.0,0.8
776,0.8999999999999999,0.7999999999999999,25.0,0.8
777,0.8999999999999999,0.7999999999999999,26.0,0.8
778,0.8999999999999999,0.7999999999999999,27.0,0.8
779,0.8999999999999999,0.7999999999999999,28.0,0.8
780,0.8999999999999999,0.7999999999999999,29.0,0.8
781,0.8999999999999999,0.8999999999999999,0.0,0.6
782,0.8999999999999999,0.8999999999999999,1.0,1.0
783,0.8999999999999999,0.8999999999999999,2.0,1.0
784,0.8999999999999999,0.8999999999999999,3.0,0.8
785,0.8999999999999999,0.8999999999999999,4.0,1.0
786,0.8999999999999999,0.8999999999999999,5.0,1.0
787,0.8999999999999999,0.8999999999999999,6.0,1.0
788,0.8999999999999999,0.8999999999999999,7.0,1.0
789,0.8999999999999999,0.8999999999999999,8.0,1.0
790,0.8999999999999999,0.8999999999999999,9.0,1.0
791,0.8999999999999999,0.8999999999999999,10.0,1.0
792,0.8999999999999999,0.8999999999999999,11.0,1.0
793,0.8999999999999999,0.8999999999999999,12.0,1.0
794,0.8999999999999999,0.8999999999999999,13.0,1.0
795,0.8999999999999999,0.8999999999999999,14.0,1.0
796,0.8999999999999999,0.8999999999999999,15.0,1.0
797,0.8999999999999999,0.8999999999999999,16.0,1.0
798,0.8999999999999999,0.8999999999999999,17.0,1.0
799,0.8999999999999999,0.8999999999999999,18.0,1.0
800,0.8999999999999999,0.8999999999999999,19.0,1.0
801,0.8999999999999999,0.8999999999999999,20.0,1.0
802,0.8999999999999999,0.8999999999999999,21.0,1.0
803,0.8999999999999999,0.8999999999999999,22.0,1.0
804,0.8999999999999999,0.8999999999999999,23.0,1.0
805,0.8999999999999999,0.8999999999999999,24.0,1.0
806,0.8999999999999999,0.8999999999999999,25.0,1.0
807,0.8999999999999999,0.8999999999999999,26.0,1.0
808,0.8999999999999999,0.8999999999999999,27.0,1.0
809,0.8999999999999999,0.8999999999999999,28.0,1.0
810,0.8999999999999999,0.8999999999999999,29.0,0.8
811,0.8999999999999999,0.9999999999999999,0.0,0.2
812,0.8999999999999999,0.9999999999999999,1.0,0.4
813,0.8999999999999999,0.9999999999999999,2.0,0.4
814,0.8999999999999999,0.9999999999999999,3.0,0.2
815,0.8999999999999999,0.9999999999999999,4.0,0.0
816,0.8999999999999999,0.9999999999999999,5.0,0.2
817,0.8999999999999999,0.9999999999999999,6.0,0.6
818,0.8999999999999999,0.9999999999999999,7.0,0.2
819,0.8999999999999999,0.9999999999999999,8.0,0.4
820,0.8999999999999999,0.9999999999999999,9.0,0.0
821,0.8999999999999999,0.9999999999999999,10.0,0.2
822,0.8999999999999999,0.9999999999999999,11.0,0.0
823,0.8999999999999999,0.9999999999999999,12.0,0.2
824,0.8999999999999999,0.9999999999999999,13.0,0.4
825,0.8999999999999999,0.9999999999999999,14.0,0.2
826,0.8999999999999999,0.9999999999999999,15.0,0.4
827,0.8999999999999999,0.9999999999999999,16.0,0.2
828,0.8999999999999999,0.9999999999999999,17.0,0.2
829,0.8999999999999999,0.9999999999999999,18.0,0.2
830,0.8999999999999999,0.9999999999999999,19.0,0.0
831,0.8999999999999999,0.9999999999999999,20.0,0.4
832,0.8999999999999999,0.9999999999999999,21.0,0.2
833,0.8999999999999999,0.9999999999999999,22.0,0.2
834,0.8999999999999999,0.9999999999999999,23.0,0.2
835,0.8999999999999999,0.9999999999999999,24.0,0.2
836,0.8999999999999999,0.9999999999999999,25.0,0.4
837,0.8999999999999999,0.9999999999999999,26.0,0.2
838,0.8999999999999999,0.9999999999999999,27.0,0.2
839,0.8999999999999999,0.9999999999999999,28.0,0.2
840,0.8999999999999999,0.9999999999999999,29.0,0.0
841,0.9999999999999999,0.7,0.0,0.8
842,0.9999999999999999,0.7,1.0,1.0
843,0.9999999999999999,0.7,2.0,1.0
844,0.9999999999999999,0.7,3.0,1.0
845,0.9999999999999999,0.7,4.0,0.8
846,0.9999999999999999,0.7,5.0,0.8
847,0.9999999999999999,0.7,6.0,0.8
848,0.9999999999999999,0.7,7.0,0.8
849,0.9999999999999999,0.7,8.0,0.8
850,0.9999999999999999,0.7,9.0,0.8
851,0.9999999999999999,0.7,10.0,0.8
852,0.9999999999999999,0.7,11.0,0.8
853,0.9999999999999999,0.7,12.0,0.8
854,0.9999999999999999,0.7,13.0,0.8
855,0.9999999999999999,0.7,14.0,0.8
856,0.9999999999999999,0.7,15.0,0.8
857,0.9999999999999999,0.7,16.0,0.8
858,0.9999999999999999,0.7,17.0,0.8
859,0.9999999999999999,0.7,18.0,0.8
860,0.9999999999999999,0.7,19.0,0.8
861,0.9999999999999999,0.7,20.0,0.8
862,0.9999999999999999,0.7,21.0,0.8
863,0.9999999999999999,0.7,22.0,0.8
864,0.9999999999999999,0.7,23.0,0.8
865,0.9999999999999999,0.7,24.0,0.6
866,0.9999999999999999,0.7,25.0,0.6
867,0.9999999999999999,0.7,26.0,0.6
868,0.9999999999999999,0.7,27.0,0.6
869,0.9999999999999999,0.7,28.0,0.6
870,0.9999999999999999,0.7,29.0,0.6
871,0.9999999999999999,0.7999999999999999,0.0,0.8
872,0.9999999999999999,0.7999999999999999,1.0,1.0
873,0.9999999999999999,0.7999999999999999,2.0,1.0
874,0.9999999999999999,0.7999999999999999,3.0,1.0
875,0.9999999999999999,0.7999999999999999,4.0,1.0
876,0.9999999999999999,0.7999999999999999,5.0,1.0
877,0.9999999999999999,0.7999999999999999,6.0,1.0
878,0.9999999999999999,0.7999999999999999,7.0,1.0
879,0.9999999999999999,0.7999999999999999,8.0,1.0
880,0.9999999999999999,0.7999999999999999,9.0,1.0
881,0.9999999999999999,0.7999999999999999,10.0,1.0
882,0.9999999999999999,0.7999999999999999,11.0,1.0
883,0.9999999999999999,0.7999999999999999,12.0,0.8
884,0.9999999999999999,0.7999999999999999,13.0,0.8
885,0.9999999999999999,0.7999999999999999,14.0,0.8
886,0.9999999999999999,0.7999999999999999,15.0,0.8
887,0.9999999999999999,0.7999999999999999,16.0,0.8
888,0.9999999999999999,0.7999999999999999,17.0,0.8
889,0.9999999999999999,0.7999999999999999,18.0,0.8
890,0.9999999999999999,0.7999999999999999,19.0,0.8
891,0.9999999999999999,0.7999999999999999,20.0,0.8
892,0.9999999999999999,0.7999999999999999,21.0,0.8
893,0.9999999999999999,0.7999999999999999,22.0,0.8
894,0.9999999999999999,0.7999999999999999,23.0,0.8
895,0.9999999999999999,0.7999999999999999,24.0,0.8
896,0.9999999999999999,0.7999999999999999,25.0,0.8
897,0.9999999999999999,0.7999999999999999,26.0,0.8
898,0.9999999999999999,0.7999999999999999,27.0,0.8
899,0.9999999999999999,0.7999999999999999,28.0,0.8
900,0.9999999999999999,0.7999999999999999,29.0,0.8
901,0.9999999999999999,0.8999999999999999,0.0,0.8
902,0.9999999999999999,0.8999999999999999,1.0,1.0
903,0.9999999999999999,0.8999999999999999,2.0,1.0
904,0.9999999999999999,0.8999999999999999,3.0,1.0
905,0.9999999999999999,0.8999999999999999,4.0,1.0
906,0.9999999999999999,0.8999999999999999,5.0,1.0
907,0.9999999999999999,0.8999999999999999,6.0,1.0
908,0.9999999999999999,0.8999999999999999,7.0,1.0
909,0.9999999999999999,0.8999999999999999,8.0,1.0
910,0.9999999999999999,0.8999999999999999,9.0,1.0
911,0.9999999999999999,0.8999999999999999,10.0,1.0
912,0.9999999999999999,0.8999999999999999,11.0,1.0
913,0.9999999999999999,0.8999999999999999,12.0,1.0
914,0.9999999999999999,0.8999999999999999,13.0,1.0
915,0.9999999999999999,0.8999999999999999,14.0,1.0
916,0.9999999999999999,0.8999999999999999,15.0,1.0
917,0.9999999999999999,0.8999999999999999,16.0,1.0
918,0.9999999999999999,0.8999999999999999,17.0,1.0
919,0.9999999999999999,0.8999999999999999,18.0,1.0
920,0.9999999999999999,0.8999999999999999,19.0,1.0
921,0.9999999999999999,0.8999999999999999,20.0,1.0
922,0.9999999999999999,0.8999999999999999,21.0,1.0
923,0.9999999999999999,0.8999999999999999,22.0,1.0
924,0.9999999999999999,0.8999999999999999,23.0,1.0
925,0.9999999999999999,0.8999999999999999,24.0,1.0
926,0.9999999999999999,0.8999999999999999,25.0,1.0
927,0.9999999999999999,0.8999999999999999,26.0,1.0
928,0.9999999999999999,0.8999999999999999,27.0,1.0
929,0.9999999999999999,0.8999999999999999,28.0,1.0
930,0.9999999999999999,0.8999999999999999,29.0,0.8
931,0.9999999999999999,0.9999999999999999,0.0,0.2
932,0.9999999999999999,0.9999999999999999,1.0,0.0
933,0.9999999999999999,0.9999999999999999,2.0,0.0
934,0.9999999999999999,0.9999999999999999,3.0,0.4
935,0.9999999999999999,0.9999999999999999,4.0,0.4
936,0.9999999999999999,0.9999999999999999,5.0,0.0
937,0.9999999999999999,0.9999999999999999,6.0,0.2
938,0.9999999999999999,0.9999999999999999,7.0,0.2
939,0.9999999999999999,0.9999999999999999,8.0,0.2
940,0.9999999999999999,0.9999999999999999,9.0,0.0
941,0.9999999999999999,0.9999999999999999,10.0,0.0
942,0.9999999999999999,0.9999999999999999,11.0,0.2
943,0.9999999999999999,0.9999999999999999,12.0,0.0
944,0.9999999999999999,0.9999999999999999,13.0,0.0
945,0.9999999999999999,0.9999999999999999,14.0,0.0
946,0.9999999999999999,0.9999999999999999,15.0,0.2
947,0.9999999999999999,0.9999999999999999,16.0,0.0
948,0.9999999999999999,0.9999999999999999,17.0,0.0
949,0.9999999999999999,0.9999999999999999,18.0,0.0
950,0.9999999999999999,0.9999999999999999,19.0,0.0
951,0.9999999999999999,0.9999999999999999,20.0,0.0
952,0.9999999999999999,0.9999999999999999,21.0,0.0
953,0.9999999999999999,0.9999999999999999,22.0,0.2
954,0.9999999999999999,0.9999999999999999,23.0,0.2
955,0.9999999999999999,0.9999999999999999,24.0,0.2
956,0.9999999999999999,0.9999999999999999,25.0,0.0
957,0.9999999999999999,0.9999999999999999,26.0,0.0
958,0.9999999999999999,0.9999999999999999,27.0,0.0
959,0.9999999999999999,0.9999999999999999,28.0,0.0
960,0.9999999999999999,0.9999999999999999,29.0,0.0
961,0.7,0.7,0.0,0.6
962,0.7,0.7,1.0,1.0
963,0.7,0.7,2.0,1.0
964,0.7,0.7,3.0,1.0
965,0.7,0.7,4.0,0.8
966,0.7,0.7,5.0,0.8
967,0.7,0.7,6.0,0.8
968,0.7,0.7,7.0,0.8
969,0.7,0.7,8.0,0.8
970,0.7,0.7,9.0,0.8
971,0.7,0.7,10.0,0.8
972,0.7,0.7,11.0,0.8
973,0.7,0.7,12.0,0.8
974,0.7,0.7,13.0,0.8
975,0.7,0.7,14.0,0.8
976,0.7,0.7,15.0,0.8
977,0.7,0.7,16.0,0.8
978,0.7,0.7,17.0,0.8
979,0.7,0.7,18.0,0.8
980,0.7,0.7,19.0,0.8
981,0.7,0.7,20.0,0.8
982,0.7,0.7,21.0,0.8
983,0.7,0.7,22.0,0.8
984,0.7,0.7,23.0,0.8
985,0.7,0.7,24.0,0.6
986,0.7,0.7,25.0,0.6
987,0.7,0.7,26.0,0.6
988,0.7,0.7,27.0,0.6
989,0.7,0.7,28.0,0.6
990,0.7,0.7,29.0,0.6
991,0.7,0.7999999999999999,0.0,0.8
992,0.7,0.7999999999999999,1.0,1.0
993,0.7,0.7999999999999999,2.0,1.0
994,0.7,0.7999999999999999,3.0,1.0
995,0.7,0.7999999999999999,4.0,1.0
996,0.7,0.7999999999999999,5.0,1.0
997,0.7,0.7999999999999999,6.0,1.0
998,0.7,0.7999999999999999,7.0,1.0
999,0.7,0.7999999999999999,8.0,1.0
1000,0.7,0.7999999999999999,9.0,1.0
1001,0.7,0.7999999999999999,10.0,1.0
1002,0.7,0.7999999999999999,11.0,1.0
1003,0.7,0.7999999999999999,12.0,0.8
1004,0.7,0.7999999999999999,13.0,0.8
1005,0.7,0.7999999999999999,14.0,0.8
1006,0.7,0.7999999999999999,15.0,0.8
1007,0.7,0.7999999999999999,16.0,0.8
1008,0.7,0.7999999999999999,17.0,0.8
1009,0.7,0.7999999999999999,18.0,0.8
1010,0.7,0.7999999999999999,19.0,0.8
1011,0.7,0.7999999999999999,20.0,0.8
1012,0.7,0.7999999999999999,21.0,0.8
1013,0.7,0.7999999999999999,22.0,0.8
1014,0.7,0.7999999999999999,23.0,0.8
1015,0.7,0.7999999999999999,24.0,0.8
1016,0.7,0.7999999999999999,25.0,0.8
1017,0.7,0.7999999999999999,26.0,0.8
1018,0.7,0.7999999999999999,27.0,0.8
1019,0.7,0.7999999999999999,28.0,0.8
1020,0.7,0.7999999999999999,29.0,0.8
1021,0.7,0.8999999999999999,0.0,0.8
1022,0.7,0.8999999999999999,1.0,0.8
1023,0.7,0.8999999999999999,2.0,0.8
1024,0.7,0.8999999999999999,3.0,1.0
1025,0.7,0.8999999999999999,4.0,0.8
1026,0.7,0.8999999999999999,5.0,1.0
1027,0.7,0.8999999999999999,6.0,0.8
1028,0.7,0.8999999999999999,7.0,0.8
1029,0.7,0.8999999999999999,8.0,1.0
1030,0.7,0.8999999999999999,9.0,0.8
1031,0.7,0.8999999999999999,10.0,1.0
1032,0.7,0.8999999999999999,11.0,0.8
1033,0.7,0.8999999999999999,12.0,0.8
1034,0.7,0.8999999999999999,13.0,1.0
1035,0.7,0.8999999999999999,14.0,1.0
1036,0.7,0.8999999999999999,15.0,1.0
1037,0.7,0.8999999999999999,16.0,0.8
1038,0.7,0.8999999999999999,17.0,1.0
1039,0.7,0.8999999999999999,18.0,1.0
1040,0.7,0.8999999999999999,19.0,1.0
1041,0.7,0.8999999999999999,20.0,1.0
1042,0.7,0.8999999999999999,21.0,1.0
1043,0.7,0.8999999999999999,22.0,1.0
1044,0.7,0.8999999999999999,23.0,0.8
1045,0.7,0.8999999999999999,24.0,1.0
1046,0.7,0.8999999999999999,25.0,0.8
1047,0.7,0.8999999999999999,26.0,0.8
1048,0.7,0.8999999999999999,27.0,0.8
1049,0.7,0.8999999999999999,28.0,0.8
1050,0.7,0.8999999999999999,29.0,0.8
1051,0.7,0.9999999999999999,0.0,0.2
1052,0.7,0.9999999999999999,1.0,0.6
1053,0.7,0.9999999999999999,2.0,0.4
1054,0.7,0.9999999999999999,3.0,0.2
1055,0.7,0.9999999999999999,4.0,0.6
1056,0.7,0.9999999999999999,5.0,0.4
1057,0.7,0.9999999999999999,6.0,0.4
1058,0.7,0.9999999999999999,7.0,0.6
1059,0.7,0.9999999999999999,8.0,0.6
1060,0.7,0.9999999999999999,9.0,0.2
1061,0.7,0.9999999999999999,10.0,0.2
1062,0.7,0.9999999999999999,11.0,0.2
1063,0.7,0.9999999999999999,12.0,0.2
1064,0.7,0.9999999999999999,13.0,0.6
1065,0.7,0.9999999999999999,14.0,0.4
1066,0.7,0.9999999999999999,15.0,0.4
1067,0.7,0.9999999999999999,16.0,0.0
1068,0.7,0.9999999999999999,17.0,0.2
1069,0.7,0.9999999999999999,18.0,0.6
1070,0.7,0.9999999999999999,19.0,0.4
1071,0.7,0.9999999999999999,20.0,0.4
1072,0.7,0.9999999999999999,21.0,0.0
1073,0.7,0.9999999999999999,22.0,0.2
1074,0.7,0.9999999999999999,23.0,0.4
1075,0.7,0.9999999999999999,24.0,0.2
1076,0.7,0.9999999999999999,25.0,0.2
1077,0.7,0.9999999999999999,26.0,0.4
1078,0.7,0.9999999999999999,27.0,0.4
1079,0.7,0.9999999999999999,28.0,0.2
1080,0.7,0.9999999999999999,29.0,0.2
1081,0.7999999999999999,0.7,0.0,0.8
1082,0.7999999999999999,0.7,1.0,1.0
1083,0.7999999999999999,0.7,2.0,1.0
1084,0.7999999999999999,0.7,3.0,1.0
1085,0.7999999999999999,0.7,4.0,0.8
1086,0.7999999999999999,0.7,5.0,0.8
1087,0.7999999999999999,0.7,6.0,0.8
1088,0.7999999999999999,0.7,7.0,0.8
1089,0.7999999999999999,0.7,8.0,0.8
1090,0.7999999999999999,0.7,9.0,0.8
1091,0.7999999999999999,0.7,10.0,0.8
1092,0.7999999999999999,0.7,11.0,0.8
1093,0.7999999999999999,0.7,12.0,0.8
1094,0.7999999999999999,0.7,13.0,0.8
1095,0.7999999999999999,0.7,14.0,0.8
1096,0.7999999999999999,0.7,15.0,0.8
1097,0.7999999999999999,0.7,16.0,0.8
1098,0.7999999999999999,0.7,17.0,0.8
1099,0.7999999999999999,0.7,18.0,0.8
1100,0.7999999999999999,0.7,19.0,0.8
1101,0.7999999999999999,0.7,20.0,0.8
1102,0.7999999999999999,0.7,21.0,0.8
1103,0.7999999999999999,0.7,22.0,0.8
1104,0.7999999999999999,0.7,23.0,0.8
1105,0.7999999999999999,0.7,24.0,0.6
1106,0.7999999999999999,0.7,25.0,0.6
1107,0.7999999999999999,0.7,26.0,0.6
1108,0.7999999999999999,0.7,27.0,0.6
1109,0.7999999999999999,0.7,28.0,0.6
1110,0.7999999999999999,0.7,29.0,0.6
